"id","info_carrier","blattangabe","blattangabe_annotat","annotat_text","annotat_tei_xml","annotat_searchstring"
"AN_0023_000093","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","256r","Verweis 1: vide <sic>adi(ec)ti(m)a</sic> ſÿno(nim)i laud(is) (et) miſ(er)ie i(n) codice albo (com)m(en)dac(i)o(nis) a(r)tiu(m) a k(arta) 94. /","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000093</id></teiHeader><text><body><p><w>Verweis 1: vide </w><sic><w>adi(ec)ti(m)a</w></sic><w> ſÿno(nim)i laud(is) (et) miſ(er)ie i(n) codice albo (com)m(en)dac(i)o(nis) a(r)tiu(m) a k(arta) 94. /</w></p></body></text></TEI>","Verweis 1: vide adiectima ſÿnonimi laudis et miſerie in codice albo commendacionis artium a karta 94. /"
"AN_0023_000094","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","256r","Verweis 2: (et) i(n) wlga(r)i (secundum) o(rdinem) alpha(beti) | vide i(n) albo codice ep(isto)lar(um) ſenenſ(is) a k(arta) .282.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000094</id></teiHeader><text><body><p><w>Verweis 2: (et) i(n) wlga(r)i (secundum) o(rdinem) alpha(beti) | vide i(n) albo codice ep(isto)lar(um) ſenenſ(is) a k(arta) .282.</w></p></body></text></TEI>","Verweis 2: et in wlgari secundum ordinem alphabeti vide in albo codice epistolarum ſenenſis a karta .282."
"AN_0023_000095","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","256r","Verweis 3: vide (et) paulo pl(us) p(ostea) i(n) h(oc) codice a k(arta) 287 / (et) 262","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000095</id></teiHeader><text><body><p><w>Verweis 3: vide (et) paulo pl(us) p(ostea) i(n) h(oc) codice a k(arta) 287 / (et) 262</w></p></body></text></TEI>","Verweis 3: vide et paulo plus postea in hoc codice a karta 287 / et 262"
"AN_0023_000096","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","","","",""
"AN_0023_000097","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287r","Verweis 1: De pu(n)cta(tione) in l(itte)ris v(e)l ſc(ri)pt(ur)is . vide copioſi(us) an(te)a a k(arta) <k>244<gb>254</gb></k>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000097</id></teiHeader><text><body><p><w>Verweis 1: De pu(n)cta(tione) in l(itte)ris v(e)l ſc(ri)pt(ur)is . vide copioſi(us) an(te)a a k(arta) </w><k><w>244</w><gb><w>254</w></gb></k><w>.</w></p></body></text></TEI>","Verweis 1: De punctatione in litteris vel ſcripturis . vide copioſius antea a karta 244 254."
"AN_0023_000098","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287r","Verweis 2: Et in 4(a) p(ar)te katho-|licoy a fine <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000098</id></teiHeader><text><body><p><w>Verweis 2: Et in 4(a) p(ar)te katho-|licoy a fine </w></p></body></text></TEI>","Verweis 2: Et in 4a parte katho-licoy a fine"
"AN_0023_000099","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Verweis 1: Sup(ra)ſc(ri)p(tio) vide ſup(ra)ſc(ri)pt(i)o(ne)s (et) ſalutat(i)o(ne)s ad o(mnes) p(ersonas) (et) ſtat(us) p(ostea) a k(arta) .293. (et) 302.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000099</id></teiHeader><text><body><p><w>Verweis 1: Sup(ra)ſc(ri)p(tio) vide ſup(ra)ſc(ri)pt(i)o(ne)s (et) ſalutat(i)o(ne)s ad o(mnes) p(ersonas) (et) ſtat(us) p(ostea) a k(arta) .293. (et) 302.</w></p></body></text></TEI>","Verweis 1: Supraſcriptio vide ſupraſcriptiones et ſalutationes ad omnes personas et ſtatus postea a karta .293. et 302."
"AN_0023_000100","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Nato ſibi fideli k(a)ri(ssi)mo <sig>Buchstabe N</sig> (etc) ſtud(enti) padue <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000100</id></teiHeader><text><body><p><w>Nato ſibi fideli k(a)ri(ssi)mo </w><symbol type=""letter"" desc=""N""><w>N</w></symbol><w> (etc) ſtud(enti) padue </w></p></body></text></TEI>","Nato ſibi fideli karissimo Buchstabe N etc ſtudenti padue"
"AN_0023_000101","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","artiu(m) lib(er)aliu(m) ſubtilitatib(us) accuratiſſi(m)e inſudanti andree kaufring(er) d(e) auguſta mo(do) | in vniu(er)ſali ſtudio mora(m) h(abe)nti diſci(pulorum) ſibi amatiſſi(m)o <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000101</id></teiHeader><text><body><p><w>artiu(m) lib(er)aliu(m) ſubtilitatib(us) accuratiſſi(m)e inſudanti andree kaufring(er) d(e) auguſta mo(do) | in vniu(er)ſali ſtudio mora(m) h(abe)nti diſci(pulorum) ſibi amatiſſi(m)o </w></p></body></text></TEI>","artium liberalium ſubtilitatibus accuratiſſime inſudanti andree kaufringer de auguſta modo in vniuerſali ſtudio moram habenti diſcipulorum ſibi amatiſſimo"
"AN_0023_000102","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","<ul>alia vniu(er)ſi(tati) wÿenenſi <alinea/></ul> Sacre (et) jlluſtri <sic>Theoloÿe</sic> juriu(m) artiu(m)q(ue) vniu(er)ſi(tati) wÿe(nnensis) | fr(ater) joh(ann)es de capiſt(rano) ordin(is) mi(n)o(rum) mi(ni)m(us) (et) indign(us) / (com)m(en)dato(rem) h(u)mile(m) (et) deuota(m) <del>*g(ratiam)</del> | <undel>vt</undel> g(ratiam) ſalutare(m) (et) pri(m)e in d(omi)no ſemp(ite)rna(m)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000102</id></teiHeader><text><body><p><underline><w>alia vniu(er)ſi(tati) wÿenenſi </w><lb break=""no"" customTag=""alinea""/></underline><w> Sacre (et) jlluſtri </w><sic><w>Theoloÿe</w></sic><w> juriu(m) artiu(m)q(ue) vniu(er)ſi(tati) wÿe(nnensis) | fr(ater) joh(ann)es de capiſt(rano) ordin(is) mi(n)o(rum) mi(ni)m(us) (et) indign(us) / (com)m(en)dato(rem) h(u)mile(m) (et) deuota(m) </w><del><w>*g(ratiam)</w></del><w> | </w><del undo=""true"" customTag=""undel""><w>vt</w></del><w> g(ratiam) ſalutare(m) (et) pri(m)e in d(omi)no ſemp(ite)rna(m)</w></p></body></text></TEI>","alia vniuerſitati wÿenenſi Sacre et jlluſtri Theoloÿe jurium artiumque vniuerſitati wÿennensis frater johannes de capiſtrano ordinis minorum minimus et indignus / commendatorem humilem et deuotam *gratiam vt gratiam ſalutarem et prime in domino ſempiternam"
"AN_0023_000103","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","<ul>jnfra ſc(ri)ptio <alinea/></ul> Toti(us) alme vniu(er)ſi(tatis) wÿen(nensis) jnutil(is) ſ(er)v(us) li(cet) orator fideliſſi(mus) fr(ater) joh(anne)s de Ca-|piſt(ra)no mi(n)o(rum) mi(ni)m(us) filiol(us)q(ue)v(este)r jmmi(ra)t(us) <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000103</id></teiHeader><text><body><p><underline><w>jnfra ſc(ri)ptio </w><lb break=""no"" customTag=""alinea""/></underline><w> Toti(us) alme vniu(er)ſi(tatis) wÿen(nensis) jnutil(is) ſ(er)v(us) li(cet) orator fideliſſi(mus) fr(ater) joh(anne)s de Ca-|piſt(ra)no mi(n)o(rum) mi(ni)m(us) filiol(us)q(ue)v(este)r jmmi(ra)t(us) </w></p></body></text></TEI>","jnfra ſcriptio Totius alme vniuerſitatis wÿennensis jnutilis ſervus licet orator fideliſſimus frater johannes de Ca-piſtrano minorum minimus filiolusquevester jmmiratus"
"AN_0023_000104","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","<ul>alia ad q(uam) ſc(ri)bit jnf(ra)ſc(ri)p(tio) e(ius)d(em) <alinea/></ul> Mi(ni)m(us) m(a)g(ist)ro(rum) joh(anne)s waratin . Sup(ra)ſc(ri)p(tio) e(ius)d(em) ad Capiſt(ranum) | No(m)i(n)antiſſi(mo) (et) ut(rum) digno de Capiſt(ra)no fr(atri) joh(ann)i ordin(is) mi(n)o(rum)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000104</id></teiHeader><text><body><p><underline><w>alia ad q(uam) ſc(ri)bit jnf(ra)ſc(ri)p(tio) e(ius)d(em) </w><lb break=""no"" customTag=""alinea""/></underline><w> Mi(ni)m(us) m(a)g(ist)ro(rum) joh(anne)s waratin . Sup(ra)ſc(ri)p(tio) e(ius)d(em) ad Capiſt(ranum) | No(m)i(n)antiſſi(mo) (et) ut(rum) digno de Capiſt(ra)no fr(atri) joh(ann)i ordin(is) mi(n)o(rum)</w></p></body></text></TEI>","alia ad quam ſcribit jnfraſcriptio eiusdem Minimus magistrorum johannes waratin . Supraſcriptio eiusdem ad Capiſtranum Nominantiſſimo et utrum digno de Capiſtrano fratri johanni ordinis minorum"
"AN_0023_000105","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","<ul>alia ip(s)i(us) Capiſtr(an)i <alinea/></ul> p(er) v(est)r(um) ſi vellet(is) fr(atr)e(m) joh(ann)e(m) de Capiſt(ra)no ordi(ni)s mi(n)o(rum) m(inimum) (et) indig(num)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000105</id></teiHeader><text><body><p><underline><w>alia ip(s)i(us) Capiſtr(an)i </w><lb break=""no"" customTag=""alinea""/></underline><w> p(er) v(est)r(um) ſi vellet(is) fr(atr)e(m) joh(ann)e(m) de Capiſt(ra)no ordi(ni)s mi(n)o(rum) m(inimum) (et) indig(num)</w></p></body></text></TEI>","alia ipsius Capiſtrani per vestrum ſi velletis fratrem johannem de Capiſtrano ordinis minorum minimum et indignum"
"AN_0023_000106","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","<ul>Sup(ra)ſc(ri)p(tio) <alinea/></ul> Ex <sic>p(ro)b(a)ntiſſi(m)o</sic> amico <sic>ſue</sic> m(a)g(ist)ro joh(ann)i woratin / (et) cui ſi facundia n(on) t(ame)n a(n)i(m)o | ſpontane(us) deficit blaſphemandi <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000106</id></teiHeader><text><body><p><underline><w>Sup(ra)ſc(ri)p(tio) </w><lb break=""no"" customTag=""alinea""/></underline><w> Ex </w><sic><w>p(ro)b(a)ntiſſi(m)o</w></sic><w> amico </w><sic><w>ſue</w></sic><w> m(a)g(ist)ro joh(ann)i woratin / (et) cui ſi facundia n(on) t(ame)n a(n)i(m)o | ſpontane(us) deficit blaſphemandi </w></p></body></text></TEI>","Supraſcriptio Ex probantiſſimo amico ſue magistro johanni woratin / et cui ſi facundia non tamen animo ſpontaneus deficit blaſphemandi"
"AN_0023_000107","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Ciui(tatis) arg(e)nti(nensis) applic(ati)o ſubſc(ri)p(tio) . hu(m)iles ſ(er)uitores Burgi maÿſtri (et) (con)ſules ci(uitatis) arg(e)nti(nensis).","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000107</id></teiHeader><text><body><p><w>Ciui(tatis) arg(e)nti(nensis) applic(ati)o ſubſc(ri)p(tio) . hu(m)iles ſ(er)uitores Burgi maÿſtri (et) (con)ſules ci(uitatis) arg(e)nti(nensis).</w></p></body></text></TEI>","Ciuitatis argentinensis applicatio ſubſcriptio . humiles ſeruitores Burgi maÿſtri et conſules ciuitatis argentinensis."
"AN_0023_000108","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","<ul>Sup(ra)ſc(ri)p(tio) eo(run)d(em) <alinea/></ul> S(an)cti(ssimo) in (Christ)o p(at)ri (et) d(omi)no n(ost)ro d(omi)no nicolae di(vi)na p(ro)uiden(tia) p(a)p(ale) 5(o) vniu(er)ſal(is) Ecc(les)ie ſu(m)mo | pontifici d(omi)no n(ost)ro clem(entino)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000108</id></teiHeader><text><body><p><underline><w>Sup(ra)ſc(ri)p(tio) eo(run)d(em) </w><lb break=""no"" customTag=""alinea""/></underline><w> S(an)cti(ssimo) in (Christ)o p(at)ri (et) d(omi)no n(ost)ro d(omi)no nicolae di(vi)na p(ro)uiden(tia) p(a)p(ale) 5(o) vniu(er)ſal(is) Ecc(les)ie ſu(m)mo | pontifici d(omi)no n(ost)ro clem(entino)</w></p></body></text></TEI>","Supraſcriptio eorundem Sanctissimo in Christo patri et domino nostro domino nicolae divina prouidentia papale 5o vniuerſalis Ecclesie ſummo pontifici domino nostro clementino"
"AN_0023_000109","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Verweis 2: Sup(ra)ſc(ri)pt(i)o(nem) ad ca(pitulum) mat(ri)cule Ecc(les)ie arg(e)nti(nensis) b(ea)te v(ir)gin(is) vide i(n) the(matibus) guarini a k(arta) .115. <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000109</id></teiHeader><text><body><p><w>Verweis 2: Sup(ra)ſc(ri)pt(i)o(nem) ad ca(pitulum) mat(ri)cule Ecc(les)ie arg(e)nti(nensis) b(ea)te v(ir)gin(is) vide i(n) the(matibus) guarini a k(arta) .115. </w></p></body></text></TEI>","Verweis 2: Supraſcriptionem ad capitulum matricule Ecclesie argentinensis beate virginis vide in thematibus guarini a karta .115."
"AN_0023_000110","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Verweis 3: alia(m) ſup(ra)ſc(ri)pt(i)o(nem) pulc(hram) ad arg(en)ti(nenses) vide an(te) a k(arta) .94.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000110</id></teiHeader><text><body><p><w>Verweis 3: alia(m) ſup(ra)ſc(ri)pt(i)o(nem) pulc(hram) ad arg(en)ti(nenses) vide an(te) a k(arta) .94.</w></p></body></text></TEI>","Verweis 3: aliam ſupraſcriptionem pulchram ad argentinenses vide ante a karta .94."
"AN_0023_000111","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Verweis 4: Titulu(m) jmp(eratoris) federici . vide i(n) litib(us) g(re)cie a k(arta) .114.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000111</id></teiHeader><text><body><p><w>Verweis 4: Titulu(m) jmp(eratoris) federici . vide i(n) litib(us) g(re)cie a k(arta) .114.</w></p></body></text></TEI>","Verweis 4: Titulum jmperatoris federici . vide in litibus grecie a karta .114."
"AN_0023_000112","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Verweis 5: vide diffuſi(us) de titul(is) (et) dig(nitatibus) p(ersonarum) (et) ſtatuu(m) i(n)t(er) ſe ſc(ri)b(e)nd(um) q(uomodo) ſit i(n) cit(ri)no codice ep(isto)lar(um) | poeti(calium) a k(arta) .166. (et) 207.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000112</id></teiHeader><text><body><p><w>Verweis 5: vide diffuſi(us) de titul(is) (et) dig(nitatibus) p(ersonarum) (et) ſtatuu(m) i(n)t(er) ſe ſc(ri)b(e)nd(um) q(uomodo) ſit i(n) cit(ri)no codice ep(isto)lar(um) | poeti(calium) a k(arta) .166. (et) 207.</w></p></body></text></TEI>","Verweis 5: vide diffuſius de titulis et dignitatibus personarum et ſtatuum inter ſe ſcribendum quomodo ſit in citrino codice epistolarum poeticalium a karta .166. et 207."
"AN_0023_000113","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","287v","Verweis 6: Titulu(m) p(a)p(al)e(m) vide jn the(ma)tib(us) guarini a k(arta) .116.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000113</id></teiHeader><text><body><p><w>Verweis 6: Titulu(m) p(a)p(al)e(m) vide jn the(ma)tib(us) guarini a k(arta) .116.</w></p></body></text></TEI>","Verweis 6: Titulum papalem vide jn thematibus guarini a karta .116."
"AN_0023_000114","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","288r","Verweis 1: de h(oc) vide diffuſi(us) jn codice ruſſo ſ(i)n(e) aſſ(er)ib(us) text(us) mo(dus) vbi (et) v(ir)tu(tes) | ſenece (et) boe(thius) de diſci(plina) a k(arta) <leer></leer>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000114</id></teiHeader><text><body><p><w>Verweis 1: de h(oc) vide diffuſi(us) jn codice ruſſo ſ(i)n(e) aſſ(er)ib(us) text(us) mo(dus) vbi (et) v(ir)tu(tes) | ſenece (et) boe(thius) de diſci(plina) a k(arta) </w><gap reason=""unfinished""/></p></body></text></TEI>","Verweis 1: de hoc vide diffuſius jn codice ruſſo ſine aſſeribus textus modus vbi et virtutes ſenece et boethius de diſciplina a karta"
"AN_0023_000115","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","288r","Verweis 2: Et i(n) p(rese)nti codice tr(actatum) an(te) | a k(arta) .190.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000115</id></teiHeader><text><body><p><w>Verweis 2: Et i(n) p(rese)nti codice tr(actatum) an(te) | a k(arta) .190.</w></p></body></text></TEI>","Verweis 2: Et in presenti codice tractatum ante a karta .190."
"AN_0023_000116","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","288r","Verweis 3: (et) i(n) (com)m(en)da artiu(m) de figur(is) a k(arta) 284. poetic(is) /","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000116</id></teiHeader><text><body><p><w>Verweis 3: (et) i(n) (com)m(en)da artiu(m) de figur(is) a k(arta) 284. poetic(is) /</w></p></body></text></TEI>","Verweis 3: et in commenda artium de figuris a karta 284. poeticis /"
"AN_0023_000117","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","288ra","Verweis 4: T(ra)nſſu(m)p(tionis) | ſpe(cie)s illuc | p(er)tinen(tes) | vide i(n) (com)m(en)d(is) | artiu(m) a k(arta) | .90.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000117</id></teiHeader><text><body><p><w>Verweis 4: T(ra)nſſu(m)p(tionis) | ſpe(cie)s illuc | p(er)tinen(tes) | vide i(n) (com)m(en)d(is) | artiu(m) a k(arta) | .90.</w></p></body></text></TEI>","Verweis 4: Tranſſumptionis ſpecies illuc pertinentes vide in commendis artium a karta .90."
"AN_0023_000118","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","293rb","Verweis: vide ſup(ra)ſc(ri)p(tiones) q(ua)sda(m) | an(te) a k(arta) .<k>298<gb>288</gb></k>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000118</id></teiHeader><text><body><p><w>vide ſup(ra)ſc(ri)p(tiones) q(ua)sda(m) | an(te) a k(arta) .</w><k><w>298</w><gb><w>288</w></gb></k><w>.</w></p></body></text></TEI>","vide ſupraſcriptiones quasdam ante a karta .298 288."
"AN_0023_000119","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","297vb","Verweis 1: vide pl(us) an(te)a q(ue)da(m) q(uomodo) ſc(ri)bun(tur) no(m)i(na) auto(r)itatiua | a k(arta) .<k>244<gb>254</gb></k> (et) <k>246<gb>256</gb></k>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000119</id></teiHeader><text><body><p><w>Verweis 1: vide pl(us) an(te)a q(ue)da(m) q(uomodo) ſc(ri)bun(tur) no(m)i(na) auto(r)itatiua | a k(arta) .</w><k><w>244</w><gb><w>254</w></gb></k><w> (et) </w><k><w>246</w><gb><w>256</w></gb></k><w>.</w></p></body></text></TEI>","Verweis 1: vide plus antea quedam quomodo ſcribuntur nomina autoritatiua a karta .244 254 et 246 256."
"AN_0023_000120","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","297vb","Verweis 2 (‚Klassiker‘): no(m)i(na) poeta(rum) vide ec(iam) | aliq(ua) i(n) uitas pat(rum) ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000120</id></teiHeader><text><body><p><w>Verweis 2 (‚Klassiker‘): no(m)i(na) poeta(rum) vide ec(iam) | aliq(ua) i(n) uitas pat(rum) </w></p></body></text></TEI>","Verweis 2 ‚Klassiker‘: nomina poetarum vide eciam aliqua in uitas patrum"
"AN_0023_000121","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","297vb","Verweis 3: dindim(us) i(n) p(ra)gmano(rum) | inſula morat(us) vide | i(n) hÿſto(r)ia alex(andri) a fine | e(ius) ep(isto)la(m) ad alex(andrem) (etc)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000121</id></teiHeader><text><body><p><w>Verweis 3: dindim(us) i(n) p(ra)gmano(rum) | inſula morat(us) vide | i(n) hÿſto(r)ia alex(andri) a fine | e(ius) ep(isto)la(m) ad alex(andrem) (etc)</w></p></body></text></TEI>","Verweis 3: dindimus in pragmanorum inſula moratus vide in hÿſtoria alexandri a fine eius epistolam ad alexandrem etc"
"AN_0023_000122","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","297ar","Verweis: vide geneologia poeta(rum) i(n) geſt(is) ro(ma)no(rum) a k(arta) 180.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000122</id></teiHeader><text><body><p><w>vide geneologia poeta(rum) i(n) geſt(is) ro(ma)no(rum) a k(arta) 180.</w></p></body></text></TEI>","vide geneologia poetarum in geſtis romanorum a karta 180."
"AN_0023_000123","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","298ra","Verweis: vide d(e) hijs | an(te) .246.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000123</id></teiHeader><text><body><p><w>vide d(e) hijs | an(te) .246.</w></p></body></text></TEI>","vide de hijs ante .246."
"AN_0023_000124","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301r","Verweis 1: Mo(dus) punctandi d(e) q(uo) (et) an(te) a k(arta) <k>244<gb>254</gb></k>.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000124</id></teiHeader><text><body><p><w>Verweis 1: Mo(dus) punctandi d(e) q(uo) (et) an(te) a k(arta) </w><k><w>244</w><gb><w>254</w></gb></k><w>.</w></p></body></text></TEI>","Verweis 1: Modus punctandi de quo et ante a karta 244 254."
"AN_0023_000125","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301r","Verweis 2: de q(ui)b(us) et(iam) an(te)a vide punct(is) a k(arta) .244.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000125</id></teiHeader><text><body><p><w>Verweis 2: de q(ui)b(us) et(iam) an(te)a vide punct(is) a k(arta) .244.</w></p></body></text></TEI>","Verweis 2: de quibus etiam antea vide punctis a karta .244."
"AN_0023_000126","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","Verweis: ad id(em) q(ua)ſda(m) | in latino an(te) | a k(arta) .288.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000126</id></teiHeader><text><body><p><w>ad id(em) q(ua)ſda(m) | in latino an(te) | a k(arta) .288.</w></p></body></text></TEI>","ad idem quaſdam in latino ante a karta .288."
"AN_0023_000127","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","Sup(ra)ſc(ri)pt(i)o(ne)s wlgares.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000127</id></teiHeader><text><body><p><w>Sup(ra)ſc(ri)pt(i)o(ne)s wlgares.</w></p></body></text></TEI>","Supraſcriptiones wlgares."
"AN_0023_000128","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","p(a)p(ale) | dem allerheÿligoſt(en) jn got fatter vn(d) h(er)ren hern Gregorion der heÿlig(en) R#;eo-|miſch(en) gemein kirch(e)n oberſter Biſchof Minem aller forchtſamſt(e)n h(er)ren <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000128</id></teiHeader><text><body><p><w>p(a)p(ale) | dem allerheÿligoſt(en) jn got fatter vn(d) h(er)ren hern Gregorion der heÿlig(en) Roͤ-|miſch(en) gemein kirch(e)n oberſter Biſchof Minem aller forchtſamſt(e)n h(er)ren </w></p></body></text></TEI>","papale dem allerheÿligoſten jn got fatter vnd herren hern Gregorion der heÿligen Roͤ-miſchen gemein kirchen oberſter Biſchof Minem aller forchtſamſten herren"
"AN_0023_000129","Wolfenbüttel, Herzog August Bibliothek, Cod. Guelf. 69.11 Aug. 2°","","301v","Cardinal | Dem allerwÿrdigſt(en) in got fatter vn(d) h(er)n h(er)n philippo <zw>arleaten(si)</zw> der heÿlig(en) R#.eo-|miſch(e)n kirch(e)n . Kardinal (etc) meinem gen#;eamen h(er)ren <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>AN_0023_000129</id></teiHeader><text><body><p><w>Cardinal | Dem allerwÿrdigſt(en) in got fatter vn(d) h(er)n h(er)n philippo </w><zw><w>arleaten(si)</w></zw><w> der heÿlig(en) R#.eo-|miſch(e)n kirch(e)n . Kardinal (etc) meinem gen#;eamen h(er)ren </w></p></body></text></TEI>","Cardinal Dem allerwÿrdigſten in got fatter vnd hern hern philippo arleatensi der heÿligen R#.eo-miſchen kirchen . Kardinal etc meinem gen#;eamen herren"
