"id","car_id","text_id","abschnitt","sort_in_car","page_id","wortlaut","wortlaut_tei_xml","wortlaut_searchstring","is_target","is_source","insecurity","position_on_page","insecure_page","lost","is_fragment","non_habes","belegstelle_text","alternative_page","missing_comment","annotat"
"BEL_s_TR_A_0032_40r_$6","TR_A_0032","TX_A0032_000020","","87","8_19_PicturaeinlibrariaBrandenburgensiExzGb_88_Bl40r","vide (et) ep(isto)la(m) d(e) utili(ta)te l(itte)ra(rum) i(n) codice cit(ri)no ep(isto)la(rum) a k(arta) 193.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0128_000025</id><refsDecl><biblStruct><monogr><title>Epistolae poeticales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide (et) ep(isto)la(m) d(e) utili(ta)te l(itte)ra(rum) i(n) codice cit(ri)no ep(isto)la(rum) a k(arta) 193.</w></p></body></text></TEI>","vide et epistolam de utilitate litterarum in codice citrino epistolarum a karta 193.","0","1","0","","0","0","0","0","40r","","","AN_0032_000087"
"BEL_t_TR_A_0032_35v_$0","TR_A_0032","TX_A0032_000016","","79","8_15_PicturaeinlibrariaBrandenburgensiExzGb_79_Bl35v","Attine(n)s #.seq(uen)s vide p(ostea) a k(arta) .36. c(ir)ca #.sig(num) <sig>Fisch</sig> ","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000020</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>35v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Attine(n)s ſeq(uen)s vide p(ostea) a k(arta) .36. c(ir)ca ſig(num) </w><symbol type=""Fisch""/></p></body></text></TEI>","Attinens ſequens vide postea a karta .36. circa ſignum Fisch","1","0","0","","0","0","0","0","35v","","",""
"BEL_s_TR_A_0032_40r_$2","TR_A_0032","TX_A0032_000020","","88","8_19_PicturaeinlibrariaBrandenburgensiExzGb_88_Bl40r","Ad id(em) p(ostea) k(arta) .252. [...]","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000138</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>251v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Ad id(em) p(ostea) k(arta) .252. </w><gap reason=""editoral"" customTag=""[...]""/></p></body></text></TEI>","Ad idem postea karta .252.","0","1","0","","0","0","0","0","40r","","","AN_0032_000088"
"BEL_s_TR_A_0032_40r_$4","TR_A_0032","TX_A0032_000020","","89","8_19_PicturaeinlibrariaBrandenburgensiExzGb_88_Bl40r","Policrat(us) in p(ro)logo libri #.sui d(e) c(ur)ialib(us) nug(is) inq(uit) / Nulli(us) vnq(uam) #.stabil(is) #.stat(us) p(er)man#.sit n(isi) ex #.suo | v(e)l ex #.sc(ri)ptis alio(rum) firma(tur) / vn(de) a#.sini (et) imp(eratoris) p(ost) paucu(m) t(em)p(us) eque ce#.s#.sat memoria que #.sc(ri)pto(rum) | munim(en)t(is) n(on) e(st) obs(er)uata.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_k_0066_000001</id><refsDecl><biblStruct><monogr><title>Johannes Saresberiensis: Policraticus</title><description>Liber de curialibus nugis, Prologus</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Policrat(us) in p(ro)logo libri ſui d(e) c(ur)ialib(us) nug(is) inq(uit) / Nulli(us) vnq(uam) ſtabil(is) ſtat(us) p(er)manſit n(isi) ex ſuo | v(e)l ex ſc(ri)ptis alio(rum) firma(tur) / vn(de) aſini (et) imp(eratoris) p(ost) paucu(m) t(em)p(us) eque ceſſat memoria que ſc(ri)pto(rum) | munim(en)t(is) n(on) e(st) obs(er)uata.</w></p></body></text></TEI>","Policratus in prologo libri ſui de curialibus nugis inquit / Nullius vnquam ſtabilis ſtatus permanſit nisi ex ſuo vel ex ſcriptis aliorum firmatur / vnde aſini et imperatoris post paucum tempus eque ceſſat memoria que ſcriptorum munimentis non est obseruata.","0","1","0","","0","0","0","0","40r","","","AN_0032_000089"
"BEL_t_TR_A_0032_36v_$0","TR_A_0032","TX_A0032_000018","","81","8_17_EpistolaeExzGb_81_Bl36v","q(ua)#.sda(m) ph(ilosoph)o(rum) paucas #.sibi | mutuo (et) cet(er)is q(ua)s #.sc(ri)p#.s(er)e | ep(isto)las vide an(te) a k(arta) .37.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000021</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>36v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>q(ua)ſda(m) ph(ilosoph)o(rum) paucas ſibi | mutuo (et) cet(er)is q(ua)s ſc(ri)pſ(er)e | ep(isto)las vide an(te) a k(arta) .37.</w></p></body></text></TEI>","quaſdam philosophorum paucas ſibi mutuo et ceteris quas ſcripſere epistolas vide ante a karta .37.","1","0","0","","0","0","0","0","36v","","",""
"BEL_s_TR_A_0032_40r_$3","TR_A_0032","TX_A0032_000020","","90","8_19_PicturaeinlibrariaBrandenburgensiExzGb_88_Bl40r","De (litte)ris alphabeti pl(ur)im(is) in liguis et origine ea(rum) vide i(n) p(ro)logo galeato jh(er)o(nimi) a p(ri)n(cipio) q(ui) | po(nitur) a p(ri)n(cipio) p(ri)mi libri regu(m) (etc)","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_k_0060_000001</id><refsDecl><biblStruct><monogr><title>Hieronymus: Prologus galeatus</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>De (litte)ris alphabeti pl(ur)im(is) in liguis et origine ea(rum) vide i(n) p(ro)logo galeato jh(er)o(nimi) a p(ri)n(cipio) q(ui) | po(nitur) a p(ri)n(cipio) p(ri)mi libri regu(m) (etc)</w></p></body></text></TEI>","De litteris alphabeti plurimis in liguis et origine earum vide in prologo galeato jheronimi a principio qui ponitur a principio primi libri regum etc","0","1","0","","0","0","0","0","40r","","","AN_0032_000090"
"BEL_s_TR_A_0032_40r_$5","TR_A_0032","TX_A0032_000020","","91","8_19_PicturaeinlibrariaBrandenburgensiExzGb_88_Bl40r","Vide d(e) lib(er)alib(us) et illib(er)alib(us) #.seu mechanic(is) #.sc(ienc)ijs (et) q(ua)re ita dican(tur) Jn #.speculo hu(ma)ne vite Rho-|dorici / jn codice na(tura)liu(m) q(uestionum) #.senece a k(arta) .170. libro p(ri)mo ca(pitulo) .34.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0105_000001</id><refsDecl><biblStruct><monogr><title>Rodericus (Zamoriensis): Speculum humanae vitae et Seneca: Quaestiones naturales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Vide d(e) lib(er)alib(us) et illib(er)alib(us) ſeu mechanic(is) ſc(ienc)ijs (et) q(ua)re ita dican(tur) Jn ſpeculo hu(ma)ne vite Rho-|dorici / jn codice na(tura)liu(m) q(uestionum) ſenece a k(arta) .170. libro p(ri)mo ca(pitulo) .34.</w></p></body></text></TEI>","Vide de liberalibus et illiberalibus ſeu mechanicis ſciencijs et quare ita dicantur Jn ſpeculo humane vite Rho-dorici / jn codice naturalium questionum ſenece a karta .170. libro primo capitulo .34.","0","1","0","","0","0","0","0","40r","","","AN_0032_000091"
"BEL_s_TR_A_0032_40v_$12","TR_A_0032","TX_A0032_000021","","92","8_20_NotaedeartibusliberalibusGb_89_Bl40v","De co(m)m(en)da #.studio(rum) hu(ma)ni(tatis) (et) Artium facultatib(us) vide pl(us) jn Codice ep(isto)la(rum) cit(ri)no a k(arta) 17. | .28 .18. (et) 108. jbid(em) <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0128_000003</id><refsDecl><biblStruct><monogr><title>Epistolae poeticales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>De co(m)m(en)da ſtudio(rum) hu(ma)ni(tatis) (et) Artium facultatib(us) vide pl(us) jn Codice ep(isto)la(rum) cit(ri)no a k(arta) 17. | .28 .18. (et) 108. jbid(em) </w></p></body></text></TEI>","De commenda ſtudiorum humanitatis et Artium facultatibus vide plus jn Codice epistolarum citrino a karta 17. .28 .18. et 108. jbidem","0","1","0","","0","0","0","0","40v","","","AN_0032_000092"
"BEL_t_TR_A_0032_38r_$0","TR_A_0032","TX_A0032_000018","","84","8_17_EpistolaeExzGb_84_Bl38r","A#.st(ro)nomie n(on) #.s(u)p(er) l(icet) vaca-|re . ad tuenda(m) pat(ri)a(m) vi|de an(te) k(arta) .38.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000022</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>38r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Aſt(ro)nomie n(on) ſ(u)p(er) l(icet) vaca-|re . ad tuenda(m) pat(ri)a(m) vi|de an(te) k(arta) .38.</w></p></body></text></TEI>","Aſtronomie non ſuper licet vaca-re . ad tuendam patriam vide ante karta .38.","1","0","0","","0","0","0","0","38r","","",""
"BEL_s_TR_A_0032_40v_$3","TR_A_0032","TX_A0032_000021","","93","8_20_NotaedeartibusliberalibusGb_89_Bl40v","De co(m)m(en)da #.studio(rum) hu(ma)ni(tatis) (et) Artium facultatib(us) vide [...] (et) p(ostea) i(n) h(oc) codice a k(arta) .195.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000124</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>194v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>De co(m)m(en)da ſtudio(rum) hu(ma)ni(tatis) (et) Artium facultatib(us) vide </w><gap reason=""editoral"" customTag=""[...]""/><w> (et) p(ostea) i(n) h(oc) codice a k(arta) .195.</w></p></body></text></TEI>","De commenda ſtudiorum humanitatis et Artium facultatibus vide et postea in hoc codice a karta .195.","0","1","0","","0","0","0","0","40v","","","AN_0032_000093"
"BEL_s_TR_A_0032_40v_$22","TR_A_0032","TX_A0032_000021","","94","8_20_NotaedeartibusliberalibusGb_89_Bl40v","It(em) ad id(em) in lib(ro) nig(ro) facecia(rum) poggij a (karta) .248. / (et) 270 ep(isto)la(rum )poggij / (et) .357.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0188_000023</id><refsDecl><biblStruct><monogr><title>Poggio: Facetiae</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>It(em) ad id(em) in lib(ro) nig(ro) facecia(rum) poggij a (karta) .248. / (et) 270 ep(isto)la(rum )poggij / (et) .357.</w></p></body></text></TEI>","Item ad idem in libro nigro faceciarum poggij a karta .248. / et 270 epistolarum poggij / et .357.","0","1","0","","0","0","0","0","40v","","","AN_0032_000094"
"BEL_s_TR_A_0032_40v_$23","TR_A_0032","TX_A0032_000021","","94","8_20_NotaedeartibusliberalibusGb_89_Bl40v","It(em) ad id(em) in lib(ro) nig(ro) facecia(rum) poggij a (karta) .248. / (et) 270 ep(isto)la(rum) poggij / (et) .357.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0188_000027</id><refsDecl><biblStruct><monogr><title>Poggio: Facetiae</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>It(em) ad id(em) in lib(ro) nig(ro) facecia(rum) poggij a (karta) .248. / (et) 270 ep(isto)la(rum) poggij / (et) .357.</w></p></body></text></TEI>","Item ad idem in libro nigro faceciarum poggij a karta .248. / et 270 epistolarum poggij / et .357.","0","1","0","","0","0","0","0","40v","","","AN_0032_000094"
"BEL_s_TR_A_0032_40v_$24","TR_A_0032","TX_A0032_000021","","94","8_20_NotaedeartibusliberalibusGb_89_Bl40v","vide ad id(em) d(iffe)r(enti)a(m) / <del>x</del> int(er) artes <del>alt(er)ch farab</del> (et) #.studia hu(ma)ni(tatis) | q(uam) ponit poggij(us) vbi #.sup(ra) i(n) lib(ro) facetia(rum) a k(arta) 270 <sig>Buchstabe P</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0188_000028</id><refsDecl><biblStruct><monogr><title>Poggio: Facetiae</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide ad id(em) d(iffe)r(enti)a(m) / </w><del><w>x</w></del><w> int(er) artes </w><del><w>alt(er)ch farab</w></del><w> (et) ſtudia hu(ma)ni(tatis) | q(uam) ponit poggij(us) vbi ſup(ra) i(n) lib(ro) facetia(rum) a k(arta) 270 </w><symbol type=""letter"" desc=""P""><w>P</w></symbol></p></body></text></TEI>","vide ad idem differentiam / x inter artes alterch farab et ſtudia humanitatis quam ponit poggijus vbi ſupra in libro facetiarum a karta 270 Buchstabe P","0","1","0","","0","0","0","0","40v","","","AN_0032_000094"
"BEL_t_TR_A_0032_40r_$0","TR_A_0032","TX_A0032_000020","Utilitas litterarum et fructus scripturae","88","8_19_PicturaeinlibrariaBrandenburgensiExzGb_88_Bl40r","[...] de l(itte)ris | jnuentorib(us) vide | lati(us) p(ostea) a k(arta) .40.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000023</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>40r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><gap reason=""editoral"" customTag=""[...]""/><w> de l(itte)ris | jnuentorib(us) vide | lati(us) p(ostea) a k(arta) .40.</w></p></body></text></TEI>","de litteris jnuentoribus vide latius postea a karta .40.","1","0","0","","0","0","0","0","40r","","",""
"BEL_s_TR_A_0032_40v_$20","TR_A_0032","TX_A0032_000021","","95","8_20_NotaedeartibusliberalibusGb_89_Bl40v","Ad idem de co(m)m(en)da juris Ciuilis in libro Russo ſpiſſo ep(isto)la(rum) poeticalium a k(arta) 211 <sig>Buchstabe D</sig>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0179_000018</id><refsDecl><biblStruct><monogr><title>Epistolae poeticales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Ad idem de co(m)m(en)da juris Ciuilis in libro Russo ſpiſſo ep(isto)la(rum) poeticalium a k(arta) 211 </w><symbol type=""letter"" desc=""D""><w>D</w></symbol></p></body></text></TEI>","Ad idem de commenda juris Ciuilis in libro Russo ſpiſſo epistolarum poeticalium a karta 211 Buchstabe D","0","1","0","","0","0","0","0","40v","","","AN_0032_000095"
"BEL_s_TR_A_0032_40v_$4","TR_A_0032","TX_A0032_000021","","96","8_20_NotaedeartibusliberalibusGb_89_Bl40v","Vide ep(isto)la(m) Senece .89(am). ad lucillu(m). in q(ua) (contra) possedoniu(m) di#.spu(ta)ns declarat (et) p(ro)bat / artes | om(ne)s mechanicas vite ho(m)i(nu)m n(on) fore n(e)c(ess)a(rias) #.s(ed) t(antu)m p(ro)p(rie) aua(rit)ia(m) gula(m) (et) lux(ur)iam i(n)uente s(unt) | nec a uer(is) philosophis","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_k_0072_000003</id><refsDecl><biblStruct><monogr><title>Seneca: Epistolae morales ad Lucilium</title><description>Epistola 89</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Vide ep(isto)la(m) Senece .89(am). ad lucillu(m). in q(ua) (contra) possedoniu(m) diſpu(ta)ns declarat (et) p(ro)bat / artes | om(ne)s mechanicas vite ho(m)i(nu)m n(on) fore n(e)c(ess)a(rias) ſ(ed) t(antu)m p(ro)p(rie) aua(rit)ia(m) gula(m) (et) lux(ur)iam i(n)uente s(unt) | nec a uer(is) philosophis</w></p></body></text></TEI>","Vide epistolam Senece .89am. ad lucillum. in qua contra possedonium diſputans declarat et probat / artes omnes mechanicas vite hominum non fore necessarias ſed tantum proprie auaritiam gulam et luxuriam inuente sunt nec a ueris philosophis","0","1","0","","0","0","0","0","40v","","","AN_0032_000096"
"BEL_s_TR_A_0032_40v_$13","TR_A_0032","TX_A0032_000021","","98","8_20_NotaedeartibusliberalibusGb_89_Bl40v","D(e) (com)m(en)da l(itte)ra(rum) et l(itte)rato(rum) p(re)#.s(er)tim m(u)lie(rum) cu(m) q(ua)da(m) int(ro)duct(i)o(nis) i(n)for(ma)t(i)o(n)e vide ep(isto)la(m) ep(iscop)i eÿ#.st(ete)n#.s(is) ad q(uan)da(m) | mo(n)iale(m) <del>in f</del> i(n) codice cit(ri)no ep(isto)la(rum) poeticaliu(m) a k(arta) 195","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0128_000027</id><refsDecl><biblStruct><monogr><title>Epistolae poeticales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>D(e) (com)m(en)da l(itte)ra(rum) et l(itte)rato(rum) p(re)ſ(er)tim m(u)lie(rum) cu(m) q(ua)da(m) int(ro)duct(i)o(nis) i(n)for(ma)t(i)o(n)e vide ep(isto)la(m) ep(iscop)i eÿſt(ete)nſ(is) ad q(uan)da(m) | mo(n)iale(m) </w><del><w>in f</w></del><w> i(n) codice cit(ri)no ep(isto)la(rum) poeticaliu(m) a k(arta) 195</w></p></body></text></TEI>","De commenda litterarum et litteratorum preſertim mulierum cum quadam introductionis informatione vide epistolam episcopi eÿſtetenſis ad quandam monialem in f in codice citrino epistolarum poeticalium a karta 195","0","1","0","","0","0","0","0","40v","","","AN_0032_000098"
"BEL_s_TR_A_0032_40v_$19","TR_A_0032","TX_A0032_000021","","99","8_20_NotaedeartibusliberalibusGb_89_Bl40v","It(em) an g(rammatica) m(ater)na ſit an non ſit ligua o(mn)i(u)m popula(r)iu(m) et pe(r)itorum vide i(n) t(ri)p(ar)tita hyſto(r)ia | poggij d(e) <sic>conuiuijs</sic> in vlti(m)o m(em)b(ro) i(n) lib(ro) ſpiſſo ruſſo ep(isto)la(rum) poeticaliu(m) a k(arta) 175 / jbidem d(iffe)r(enci)am | inter latine (et) g(ra)mmatice loqui (etc) <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0179_000017</id><refsDecl><biblStruct><monogr><title>Epistolae poeticales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>It(em) an g(rammatica) m(ater)na ſit an non ſit ligua o(mn)i(u)m popula(r)iu(m) et pe(r)itorum vide i(n) t(ri)p(ar)tita hyſto(r)ia | poggij d(e) </w><sic><w>conuiuijs</w></sic><w> in vlti(m)o m(em)b(ro) i(n) lib(ro) ſpiſſo ruſſo ep(isto)la(rum) poeticaliu(m) a k(arta) 175 / jbidem d(iffe)r(enci)am | inter latine (et) g(ra)mmatice loqui (etc) </w></p></body></text></TEI>","Item an grammatica materna ſit an non ſit ligua omnium popularium et peritorum vide in tripartita hyſtoria poggij de conuiuijs in vltimo membro in libro ſpiſſo ruſſo epistolarum poeticalium a karta 175 / jbidem differenciam inter latine et grammatice loqui etc","0","1","0","","0","0","0","0","40v","","","AN_0032_000099"
"BEL_s_TR_A_0032_40v_$2","TR_A_0032","TX_A0032_000021","","100","8_20_NotaedeartibusliberalibusGb_89_Bl40v","It(em) vide pl(us) d(e) (com)m(en)da g(rammatice) r(e)liq(uarum)q(ue) artiu(m) p(ostea) a k(arta) .71. [...]","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000043</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>71r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>It(em) vide pl(us) d(e) (com)m(en)da g(rammatice) r(e)liq(uarum)q(ue) artiu(m) p(ostea) a k(arta) .71. </w><gap reason=""editoral"" customTag=""[...]""/></p></body></text></TEI>","Item vide plus de commenda grammatice reliquarumque artium postea a karta .71.","0","1","0","","0","0","0","0","40v","","","AN_0032_000100"
"BEL_s_TR_A_0032_40v_$21","TR_A_0032","TX_A0032_000021","","101","8_20_NotaedeartibusliberalibusGb_89_Bl40v","It(em) vide pl(us) d(e) (com)m(en)da g(rammatice) r(e)liq(uarumque) artiu(m) [...] Et i(n) lib(ro) ruſſo ſpiſſo ep(isto)la(rum) arc(us) mo(dus) k(arta) .382.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0179_000026</id><refsDecl><biblStruct><monogr><title>Epistolae poeticales</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>It(em) vide pl(us) d(e) (com)m(en)da g(rammatice) r(e)liq(uarumque) artiu(m) </w><gap reason=""editoral"" customTag=""[...]""/><w> Et i(n) lib(ro) ruſſo ſpiſſo ep(isto)la(rum) arc(us) mo(dus) k(arta) .382.</w></p></body></text></TEI>","Item vide plus de commenda grammatice reliquarumque artium Et in libro ruſſo ſpiſſo epistolarum arcus modus karta .382.","0","1","0","","0","0","0","0","40v","","","AN_0032_000101"
"BEL_t_TR_A_0032_42v_$0","TR_A_0032","TX_A0032_000022","De logica excellenter commendenda scientiarum scientia","93","8_21_ThomasOedenhoferTractatusdeartibusliberalibus_93_Bl42v","[...] Con(tra)riu(m) vi(detur) p(robari) lib(ro) p(rimo) #.s(ente)n(t)i(arum) d(e) r(e)lac(i)o(n)e p(at)r(is) ad fi(lium) a(ut) e (converso) | an r(e)la(tio) p(at)r(is) ad fi(lium) <add>a(ut) e (contrario)</add> #.sit res ab(soluta) a(ut) q(uid) #.s(upe)radditu(m) at(que) di#.stinctu(m) vt in alio folio v(er)#.s(us) #.sini#.st(ram) | pleni(us) habes.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000025</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>42v</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><gap reason=""editoral"" customTag=""[...]""/><w> Con(tra)riu(m) vi(detur) p(robari) lib(ro) p(rimo) ſ(ente)n(t)i(arum) d(e) r(e)lac(i)o(n)e p(at)r(is) ad fi(lium) a(ut) e (converso) | an r(e)la(tio) p(at)r(is) ad fi(lium) </w><add><w>a(ut) e (contrario)</w></add><w> ſit res ab(soluta) a(ut) q(uid) ſ(upe)radditu(m) at(que) diſtinctu(m) vt in alio folio v(er)ſ(us) ſiniſt(ram) | pleni(us) habes.</w></p></body></text></TEI>","Contrarium videtur probari libro primo ſententiarum de relacione patris ad filium aut e converso an relatio patris ad filium aut e contrario ſit res absoluta aut quid ſuperadditum atque diſtinctum vt in alio folio verſus ſiniſtram plenius habes.","1","0","0","","0","0","0","0","42v","","",""
"BEL_s_TR_A_0032_40v_$18","TR_A_0032","TX_A0032_000021","","102","8_20_NotaedeartibusliberalibusGb_89_Bl40v","De artib(us) tam lib(er)alib(us) q(uam) mechanic(is) vide alanu(m) in Ricm(is) in codice nig(ro) vitas ph(il)o(sophorum) a k(arta) .157: Et di(citur) apocalips(is) alani [...]","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0175_000015</id><refsDecl><biblStruct><monogr><title>Gualterus Burlaeus (Ps.): De vita et moribus philosophorum</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>De artib(us) tam lib(er)alib(us) q(uam) mechanic(is) vide alanu(m) in Ricm(is) in codice nig(ro) vitas ph(il)o(sophorum) a k(arta) .157: Et di(citur) apocalips(is) alani </w><gap reason=""editoral"" customTag=""[...]""/></p></body></text></TEI>","De artibus tam liberalibus quam mechanicis vide alanum in Ricmis in codice nigro vitas philosophorum a karta .157: Et dicitur apocalipsis alani","0","1","0","","0","0","0","0","40v","","","AN_0032_000102"
"BEL_s_TR_A_0032_40v_$15","TR_A_0032","TX_A0032_000021","","103","8_20_NotaedeartibusliberalibusGb_89_Bl40v","De artib(us) tam lib(er)alib(us) q(uam) mechanic(is) vide [...] (et) eund(em) jn anticlaudiano li(bro) .2. 4(o). ca(pitulo) / k(arta) .19.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0138_000002</id><refsDecl><biblStruct><monogr><title>Alanus ab Insulis: Anticlaudianus</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>De artib(us) tam lib(er)alib(us) q(uam) mechanic(is) vide </w><gap reason=""editoral"" customTag=""[...]""/><w> (et) eund(em) jn anticlaudiano li(bro) .2. 4(o). ca(pitulo) / k(arta) .19.</w></p></body></text></TEI>","De artibus tam liberalibus quam mechanicis vide et eundem jn anticlaudiano libro .2. 4o. capitulo / karta .19.","0","1","0","","0","0","0","0","40v","","","AN_0032_000103"
"BEL_s_TR_A_0032_40v_$14","TR_A_0032","TX_A0032_000021","","104","8_20_NotaedeartibusliberalibusGb_89_Bl40v","Vide (et) d(e) #.septem artib(us) <del>x</del> met(ri)ce in Anticlaudiano Alani d(e) Ruffino","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0138_000001</id><refsDecl><biblStruct><monogr><title>Alanus ab Insulis: Anticlaudianus</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Vide (et) d(e) ſeptem artib(us) </w><del><w>x</w></del><w> met(ri)ce in Anticlaudiano Alani d(e) Ruffino</w></p></body></text></TEI>","Vide et de ſeptem artibus x metrice in Anticlaudiano Alani de Ruffino","0","1","0","","0","0","0","0","40v","","","AN_0032_000104"
"BEL_s_TR_A_0032_40v_$11","TR_A_0032","TX_A0032_000021","","105","8_20_NotaedeartibusliberalibusGb_89_Bl40v","Vide fig(ur)as artiu(m) in codice albo d(e) apparencijs (contra)rijs sac(re) sc(ri)pt(ur)e alpha(betico) .33. a k(arta) .121.","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_x_0121_000008</id><refsDecl><biblStruct><monogr><title>Apparentia contraria et exempla authentica sacrae scripturae</title><description/></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>Vide fig(ur)as artiu(m) in codice albo d(e) apparencijs (contra)rijs sac(re) sc(ri)pt(ur)e alpha(betico) .33. a k(arta) .121.</w></p></body></text></TEI>","Vide figuras artium in codice albo de apparencijs contrarijs sacre scripture alphabetico .33. a karta .121.","0","1","0","","0","0","0","0","40v","","","AN_0032_000105"
"BEL_t_TR_A_0032_44v_$0","TR_A_0032","TX_A0032_000022","","97","8_21_ThomasOedenhoferTractatusdeartibusliberalibus_97_Bl44v","vide d(e) #.s(an)ctitate (com)m(en)daq(ue) poeta(rum) [...] (et) an(te) .45. karta <finis1/>","<TEI xmlns=""http://www.tei-c.org/ns/1.0""><teiHeader><id>VER_z_0023_000026</id><refsDecl><biblStruct><monogr><title>München, Bayerische Staatsbibliothek, Clm 3941</title><description>44v/45r</description></monogr></biblStruct></refsDecl></teiHeader><text><body><p><w>vide d(e) ſ(an)ctitate (com)m(en)daq(ue) poeta(rum) </w><gap reason=""editoral"" customTag=""[...]""/><w> (et) an(te) .45. karta </w></p></body></text></TEI>","vide de ſanctitate commendaque poetarum et ante .45. karta","1","0","0","","0","0","0","0","44v/45r","","",""
